file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,simplicity,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff,gabor_0,gabor_15,gabor_30,gabor_45,gabor_60,gabor_75,gabor_90,gabor_105,gabor_120,gabor_135,gabor_150,gabor_165,EH_0,EH_1,EH_2,EH_3,EH_4,EH_5,EH_6,EH_7,EH_8,EH_9,EH_10,EH_11,EH_12,EH_13,EH_14,EH_15,EH_16
45,300,225,0.211949,0.277252,0.25962,0.345045,0.451356,0.25358,0.443006,0.579501,0.22108,0.180156,0.405746,0.244169,0.338386,0.398809,0.277963,0.165247,0,0.00699963,0.00701754,0,0,0,0,0.0823054,0.0151757,0,0.028125,0,0,0,0,0,0,0,0.107613,0.141798,0.210177,0.216426,0.182407,0.255862,0.201622,0.228333,0.273575,0.140031,0.295609,0.124791,2,2,2,2,3,2,2,2,3,2,2,4,2,2,2,2,2
46,300,225,0.238213,0.272975,0.299092,0.33902,0.388491,0.296233,0.422767,0.484459,0.277868,0.100877,0.357709,0.287023,0.340472,0.400638,0.280306,0.172613,0,0,0,0,0,0,0,0.082166,0.0139411,0,0.028125,0,0,0,0,0,0,0,0.119958,0.15005,0.210719,0.216188,0.186398,0.251226,0.203154,0.226825,0.266518,0.148657,0.286546,0.135056,4,4,2,2,2,4,2,2,2,3,4,1,3,4,1,2,2
47,300,225,0.182593,0.235948,0.193294,0.349834,0.452057,0.188774,0.467573,0.6042,0.181325,0.125776,0.396838,0.177389,0.346031,0.407797,0.284266,0.169009,0,0,0,0,0,0,0,0.135582,0.0228724,0,0.028125,0,0,0,0,0,0,0,0.109805,0.143909,0.210038,0.216344,0.182784,0.254631,0.202082,0.228195,0.273013,0.141832,0.293302,0.126964,1,4,4,4,4,2,4,4,1,2,2,4,4,4,4,4,4
48,300,225,0.230086,0.198347,0.236495,0.337236,0.290716,0.255119,0.432678,0.372993,0.255896,0.108859,0.2671,0.241685,0.348082,0.409013,0.287151,0.167185,0,0.0174335,0.0175439,0,0,0,0,0.100101,0.0197857,0,0.028125,0,0,0,0,0,0,0,0.14408,0.166616,0.211834,0.215912,0.193638,0.242014,0.206184,0.223808,0.253492,0.165615,0.26832,0.155745,1,3,1,2,2,2,2,4,2,2,3,4,2,2,4,4,2
49,300,225,0.204206,0.117634,0.162653,0.348804,0.200931,0.218557,0.44699,0.257492,0.241836,0.168616,0.178884,0.195088,0.351675,0.411515,0.291834,0.188569,0,0.0243465,0.0245614,0,0,0,0,0.0993781,0.0207707,0,0.028125,0,0,0,0,0,0,0,0.16748,0.182544,0.212623,0.215562,0.200653,0.233102,0.209167,0.221068,0.240837,0.181844,0.25073,0.173555,3,2,4,4,2,2,2,2,2,2,2,4,1,1,1,4,2
50,300,225,0.159124,0.0605134,0.114851,0.33242,0.126417,0.215434,0.508456,0.193362,0.272853,0.0678024,0.112065,0.182916,0.350119,0.409255,0.290984,0.207386,0,0.00699987,0.00701754,0,0,0,0,0.0170623,0.00409554,0,0.028125,0,0,0,0,0,0,0,0.18552,0.194789,0.21351,0.215386,0.206005,0.226299,0.211325,0.218766,0.231198,0.194449,0.237273,0.189531,1,2,2,2,1,1,1,2,4,2,2,3,2,2,2,2,2
51,300,225,0.322762,0.562072,0.333838,0.339123,0.590563,0.287752,0.338114,0.588807,0.256134,0.0770574,0.570434,0.288068,0.353647,0.4183,0.288994,0.203154,0,0,0,0,0,0,0,0.0806516,0.0138246,0,0.028125,0,0,0,0,0,0,0,0.0635012,0.112108,0.207993,0.216918,0.169041,0.272396,0.196212,0.233816,0.297699,0.109441,0.328318,0.0880601,1,4,4,4,1,3,4,4,1,1,4,4,1,1,4,4,4
52,300,225,0.261578,0.132291,0.154667,0.339286,0.171592,0.182248,0.399136,0.20186,0.199806,0.0923806,0.160084,0.168094,0.356794,0.422093,0.291495,0.206704,0,0.0208952,0.0210526,0,0,0,0,0.0978295,0.0199137,0,0.028125,0,0,0,0,0,0,0,0.172514,0.186126,0.21302,0.215521,0.202162,0.231134,0.209745,0.220298,0.238097,0.185319,0.24679,0.178856,2,2,2,4,4,2,1,1,4,2,3,4,2,2,3,3,2
53,300,225,0.259209,0.264733,0.238459,0.34483,0.352178,0.248263,0.395961,0.4044,0.246927,0.240213,0.325463,0.235892,0.365306,0.430721,0.299891,0.209766,0,0,0,0,0,0,0,0.174844,0.0293842,0,0.028125,0,0,0,0,0,0,0,0.1284,0.156361,0.211029,0.215969,0.188744,0.247705,0.204349,0.225819,0.262274,0.154699,0.279567,0.142301,4,2,3,1,3,2,4,1,4,2,2,4,2,2,2,4,2
54,300,225,0.149658,0.194124,0.156664,0.358599,0.465145,0.239155,0.491744,0.63785,0.25942,0.0651355,0.395862,0.206109,0.364698,0.429141,0.300254,0.210211,0,0.00350441,0.00350877,0,0,0,0,0.0600287,0.0108576,0,0.028125,0,0,0,0,0,0,0,0.109892,0.143849,0.210056,0.216355,0.182981,0.254665,0.202044,0.228187,0.272598,0.14175,0.293378,0.126747,4,1,1,1,2,2,2,1,3,2,2,4,1,1,1,1,1
55,300,225,0.145721,0.162729,0.135278,0.35142,0.392436,0.208244,0.502858,0.561549,0.222155,0.0360772,0.336291,0.177299,0.363142,0.427692,0.298591,0.206249,0,0.00700008,0.00701754,0,0,0,0,0.0850985,0.0155774,0,0.028125,0,0,0,0,0,0,0,0.125585,0.15456,0.210813,0.216159,0.187832,0.248713,0.203995,0.226212,0.263935,0.15281,0.281589,0.139922,2,1,1,1,2,1,1,4,2,1,2,2,2,1,4,2,2
56,300,225,0.175173,0.239341,0.22018,0.356945,0.487697,0.276564,0.467882,0.639271,0.280696,0.116244,0.422225,0.248048,0.364296,0.427187,0.301405,0.209318,0,0,0,0,0,0,0,0.0871377,0.0148138,0,0.028125,0,0,0,0,0,0,0,0.102673,0.138336,0.209846,0.216383,0.181169,0.25776,0.201047,0.229028,0.275947,0.136644,0.299418,0.120835,2,2,2,1,1,2,3,4,1,2,3,4,2,2,2,2,2
57,300,225,0.186732,0.208483,0.213804,0.343816,0.383864,0.274958,0.469452,0.524133,0.286409,0.0814439,0.340554,0.25008,0.364432,0.427597,0.301266,0.212046,0,0.00350441,0.00350877,1,0.474681,0,0.0627451,0.0974028,0.102465,0,0.028125,0,0,0,0,0,0,0,0.124678,0.153642,0.210837,0.216165,0.187628,0.249221,0.203804,0.226276,0.26429,0.152019,0.282601,0.138944,3,2,2,2,3,2,1,4,3,4,3,3,1,1,2,1,3
58,300,225,0.175893,0.270604,0.204387,0.356697,0.548765,0.271582,0.46741,0.719093,0.23164,0.0714003,0.475482,0.236749,0.364522,0.425256,0.303789,0.20887,0,0.00350441,0.00350877,0,0,0,0,0.102384,0.0179696,0,0.028125,0,0,0,0,0,0,0,0.0889019,0.129449,0.209253,0.216627,0.176641,0.262724,0.199399,0.230764,0.283988,0.127129,0.309244,0.109534,2,2,2,2,2,2,2,2,1,3,4,4,2,2,2,2,2
59,300,225,0.239675,0.312155,0.357627,0.334415,0.435544,0.355041,0.42591,0.554709,0.331294,0.043069,0.404136,0.339086,0.362944,0.42426,0.301627,0.20567,0,0,0,0,0,0,0,0.0715718,0.0121983,0,0.028125,0,0,0,0,0,0,0,0.107735,0.142761,0.209861,0.216405,0.182126,0.255259,0.201864,0.22851,0.274156,0.140419,0.294594,0.124862,4,4,4,2,2,4,4,2,2,3,4,2,2,2,2,2,2
60,300,225,0.193271,0.325682,0.317002,0.356607,0.600923,0.292508,0.450122,0.758506,0.253302,0.135078,0.526055,0.27977,0.365265,0.426211,0.304318,0.202289,0,0,0,0,0,0,0,0.0813846,0.0139253,0,0.028125,0,0,0,0,0,0,0,0.0747917,0.120314,0.208361,0.216901,0.172429,0.267739,0.197663,0.232509,0.291396,0.117315,0.319402,0.0980008,2,2,2,2,3,4,2,1,3,3,2,4,2,2,2,2,2
61,300,225,0.234476,0.23636,0.253555,0.342265,0.345016,0.279495,0.423259,0.426661,0.274717,0.105344,0.315491,0.264322,0.367013,0.427764,0.306261,0.202574,0,0.00700016,0.00701754,0,0,0,0,0.0879557,0.0160489,0,0.028125,0,0,0,0,0,0,0,0.131118,0.158191,0.211008,0.216051,0.189481,0.246655,0.204705,0.22558,0.260892,0.156585,0.277564,0.143648,2,4,2,2,4,2,2,2,4,3,2,2,1,1,2,2,2
62,300,225,0.27605,0.484105,0.331454,0.342277,0.600246,0.333497,0.381672,0.669332,0.315538,0.0544244,0.562147,0.323333,0.367453,0.429474,0.305432,0.200305,0,0,0,0,0,0,0,0.0919689,0.0157026,0,0.028125,0,0,0,0,0,0,0,0.0658566,0.114265,0.207966,0.216975,0.169385,0.271136,0.19668,0.23374,0.297068,0.111228,0.325981,0.0896095,4,2,2,2,3,4,4,2,3,1,4,2,1,1,2,2,2
63,300,225,0.107207,0.0864756,0.0804614,0.342405,0.276193,0.175738,0.550388,0.443957,0.239656,0.053131,0.233879,0.146634,0.366056,0.426619,0.305492,0.220766,0,0.0208968,0.0210526,0,0,0,0,0.088582,0.0184159,0,0.028125,0,0,0,0,0,0,0,0.152851,0.172996,0.212042,0.215813,0.196087,0.23842,0.207361,0.222818,0.249045,0.171722,0.261281,0.162208,2,2,2,1,4,2,2,1,2,2,2,2,1,2,2,2,2
64,300,225,0.114807,0.113347,0.0918087,0.347611,0.343191,0.189848,0.537582,0.530746,0.254913,0.0603306,0.290003,0.159254,0.366041,0.425846,0.306235,0.218937,0,0,0,0,0,0,0,0.109457,0.0184401,0,0.028125,0,0,0,0,0,0,0,0.137956,0.162555,0.211374,0.215989,0.191658,0.24426,0.205451,0.224641,0.257026,0.161286,0.272786,0.149779,2,2,1,1,2,2,1,1,3,3,3,1,2,2,3,2,2
65,300,225,0.142786,0.159839,0.137298,0.350686,0.392571,0.188011,0.506528,0.567025,0.211146,0.0537734,0.336131,0.158257,0.366239,0.426841,0.305636,0.215768,0,0,0,0,0,0,0,0.0755496,0.0128182,0,0.028125,0,0,0,0,0,0,0,0.126356,0.154894,0.2107,0.216152,0.187734,0.248526,0.204048,0.226235,0.264113,0.15333,0.281227,0.140061,4,1,1,4,2,1,1,4,2,1,2,2,2,1,4,2,2
66,300,225,0.106962,0.0890156,0.085039,0.343388,0.285773,0.164724,0.549649,0.457426,0.206535,0.0475314,0.241671,0.137448,0.365747,0.42731,0.304184,0.212668,0,0.00700014,0.00701754,0,0,0,0,0.0751761,0.0138633,0,0.028125,0,0,0,0,0,0,0,0.150947,0.171451,0.211938,0.2158,0.19557,0.239272,0.207046,0.222936,0.249986,0.170358,0.262961,0.161281,1,1,4,1,1,1,1,3,1,1,2,2,2,1,2,4,1
67,300,225,0.173213,0.196716,0.246443,0.345701,0.392609,0.296634,0.481086,0.546364,0.299717,0.0640031,0.344645,0.270786,0.365287,0.427218,0.303357,0.21436,0,0.00350441,0.00350877,0,0,0,0,0.0987785,0.0172822,0,0.028125,0,0,0,0,0,0,0,0.123459,0.152655,0.210795,0.216165,0.187304,0.249779,0.203631,0.226409,0.264834,0.151119,0.283687,0.138012,3,2,2,1,3,3,1,4,1,4,1,4,1,2,3,4,1
68,300,225,0.184806,0.273891,0.350109,0.350037,0.51877,0.300152,0.465157,0.689384,0.268845,0.0682731,0.455876,0.293195,0.36401,0.424597,0.303424,0.211112,0,0,0,0,0,0,0,0.0528487,0.00911484,0,0.028125,0,0,0,0,0,0,0,0.0939263,0.133285,0.209256,0.216551,0.178064,0.260508,0.200123,0.230213,0.281486,0.13081,0.305034,0.113392,2,2,2,4,3,2,2,4,2,2,2,2,2,2,2,2,2
69,300,225,0.154752,0.187911,0.181426,0.346756,0.421054,0.239199,0.498491,0.605301,0.239127,0.0476134,0.36504,0.212314,0.363515,0.422478,0.304552,0.207961,0,0.00350441,0.00350877,0,0,0,0,0.115614,0.0200995,0,0.028125,0,0,0,0,0,0,0,0.118033,0.149289,0.210498,0.216232,0.185536,0.251654,0.203008,0.227125,0.268029,0.147476,0.287391,0.133682,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,2
70,300,225,0.270693,0.430618,0.247337,0.350867,0.558159,0.209306,0.37844,0.602022,0.181416,0.0613615,0.514707,0.2033,0.364463,0.42354,0.305386,0.20506,0,0.00350441,0.00350877,0,0,0,0,0.0743942,0.013329,0,0.028125,0,0,0,0,0,0,0,0.0783644,0.121899,0.20878,0.216727,0.173692,0.266918,0.19804,0.232025,0.289368,0.119691,0.317558,0.100262,2,3,4,4,2,3,4,4,3,2,4,4,3,2,2,4,4
71,300,225,0.292826,0.159823,0.205596,0.344085,0.187799,0.2236,0.363089,0.198172,0.200826,0.039428,0.177047,0.210808,0.363762,0.423073,0.304451,0.213679,0,0.0174353,0.0175439,0,0,0,0,0.0767035,0.0158187,0,0.028125,0,0,0,0,0,0,0,0.16809,0.182976,0.212864,0.215577,0.20081,0.23287,0.209168,0.220858,0.240562,0.182283,0.250275,0.175462,2,2,1,4,2,4,1,4,1,4,2,4,2,4,4,4,4
72,300,225,0.261951,0.221124,0.260432,0.345871,0.291965,0.290444,0.392178,0.331054,0.290132,0.0664788,0.269837,0.274296,0.364673,0.425499,0.303847,0.212211,0,0.0104872,0.0105263,0,0,0,0,0.0637294,0.0125592,0,0.028125,0,0,0,0,0,0,0,0.142785,0.16601,0.211697,0.215895,0.193296,0.242319,0.206062,0.223973,0.253923,0.164587,0.268943,0.15429,1,3,2,4,3,4,1,4,1,4,2,1,1,4,3,3,4
73,300,225,0.219689,0.334115,0.26238,0.346504,0.526983,0.276294,0.433807,0.659757,0.271938,0.0281725,0.474907,0.261386,0.364315,0.427154,0.301476,0.209222,0,0,0,0,0,0,0,0.0547953,0.00944655,0,0.028125,0,0,0,0,0,0,0,0.0893615,0.129629,0.209033,0.216612,0.176625,0.26261,0.199484,0.230828,0.284106,0.12752,0.309042,0.108452,4,1,4,4,4,1,4,4,4,1,1,4,2,3,4,1,4
74,300,225,0.226065,0.26398,0.232999,0.345779,0.403772,0.274094,0.428156,0.499966,0.292225,0.24122,0.365634,0.253331,0.36664,0.427874,0.305405,0.240665,0,0.00350442,0.00350877,0,0,0,0,0.0878915,0.0155042,0,0.028125,0,0,0,0,0,0,0,0.116234,0.149111,0.210382,0.216242,0.185601,0.251689,0.20305,0.227167,0.267885,0.14633,0.287582,0.133158,2,2,2,2,2,4,2,2,2,1,2,2,2,1,2,3,2
75,300,225,0.236673,0.245678,0.214389,0.343822,0.356904,0.248685,0.419505,0.435467,0.261928,0.205949,0.326047,0.231831,0.368618,0.428913,0.308322,0.273112,0,0.0139659,0.0140351,0,0,0,0,0.056697,0.0120231,0,0.028125,0,0,0,0,0,0,0,0.128843,0.155934,0.211243,0.216051,0.18896,0.247907,0.204142,0.225609,0.261919,0.15474,0.28002,0.144512,2,2,3,3,2,2,3,1,2,3,4,2,2,2,4,2,2
76,300,225,0.26858,0.185317,0.267085,0.334681,0.230925,0.292907,0.396739,0.273745,0.297456,0.0958952,0.217822,0.279724,0.369167,0.428536,0.309798,0.282941,0,0.0174359,0.0175439,0,0,0,0,0.0842091,0.0171036,0,0.028125,0,0,0,0,0,0,0,0.157589,0.17567,0.212336,0.215751,0.197538,0.23693,0.207829,0.222195,0.246492,0.17495,0.258324,0.166394,3,2,2,4,1,4,1,4,4,2,3,2,1,4,3,5,4
77,300,225,0.209904,0.273211,0.236348,0.347355,0.452116,0.231983,0.442741,0.57627,0.206529,0.159062,0.404651,0.222508,0.370774,0.430251,0.311297,0.281154,0,0.00700023,0.00701754,0,0,0,0,0.111017,0.0199576,0,0.028125,0,0,0,0,0,0,0,0.107931,0.141876,0.210084,0.216436,0.18258,0.255707,0.201588,0.228308,0.27342,0.140273,0.295634,0.125325,2,2,2,3,3,3,4,4,2,2,2,2,3,2,2,3,2
78,300,225,0.25558,0.290711,0.272758,0.345394,0.392871,0.307693,0.399026,0.453874,0.316277,0.15135,0.362024,0.290982,0.372352,0.432144,0.31256,0.277925,0,0.00350445,0.00350877,0,0,0,0,0.0998487,0.0174832,0,0.028125,0,0,0,0,0,0,0,0.119032,0.149798,0.21066,0.216275,0.185777,0.251345,0.203064,0.226944,0.267576,0.148128,0.286819,0.134786,2,3,3,3,1,3,3,2,1,1,4,1,3,1,4,4,3
79,300,225,0.25558,0.290711,0.272758,0.345394,0.392871,0.307693,0.399026,0.453874,0.316277,0.15135,0.362024,0.290982,0.373889,0.433987,0.313792,0.27478,0,0.00350445,0.00350877,0,0,0,0,0.0998487,0.0174832,0,0.028125,0,0,0,0,0,0,0,0.119032,0.149798,0.21066,0.216275,0.185777,0.251345,0.203064,0.226944,0.267576,0.148128,0.286819,0.134786,2,3,3,3,1,3,3,2,1,1,4,1,3,1,4,4,3
80,300,225,0.244374,0.269737,0.291816,0.348497,0.384665,0.306217,0.407129,0.449383,0.300435,0.246297,0.350666,0.292542,0.376301,0.435675,0.316927,0.272719,0,0.00700033,0.00701754,0,0,0,0,0.16263,0.0285357,0,0.028125,0,0,0,0,0,0,0,0.122374,0.15183,0.210546,0.216229,0.186884,0.250244,0.203518,0.226738,0.265807,0.150156,0.284596,0.136129,2,2,2,2,2,3,2,3,3,2,3,3,1,2,2,2,2
81,300,225,0.241858,0.324837,0.256739,0.351006,0.471432,0.261619,0.407136,0.546821,0.246202,0.191089,0.427585,0.250865,0.377888,0.436716,0.31906,0.269267,0,0.0139665,0.0140351,0,0,0,0,0.0672016,0.0138385,0,0.028125,0,0,0,0,0,0,0,0.101302,0.137973,0.20969,0.216483,0.18046,0.257948,0.200963,0.229204,0.277157,0.135813,0.299864,0.119699,2,2,2,2,3,2,4,2,3,1,1,3,2,2,2,3,2
82,300,225,0.23269,0.368311,0.33448,0.340618,0.539143,0.282855,0.426692,0.675384,0.238523,0.149817,0.493752,0.280859,0.378789,0.437723,0.319856,0.265901,0,0.00350447,0.00350877,0,0,0,0,0.0639476,0.0115856,0,0.028125,0,0,0,0,0,0,0,0.0835076,0.126314,0.208714,0.216748,0.175113,0.26449,0.198823,0.231454,0.286733,0.123472,0.31278,0.104488,2,2,2,2,1,2,2,4,3,2,2,2,2,2,4,2,2
83,300,225,0.253718,0.331825,0.278052,0.338577,0.442808,0.303447,0.407705,0.533217,0.304226,0.12446,0.411688,0.286,0.380023,0.439575,0.320471,0.263392,0,0.00350448,0.00350877,0,0,0,0,0.0988661,0.0173484,0,0.028125,0,0,0,0,0,0,0,0.106685,0.14055,0.209997,0.216366,0.182076,0.25653,0.201421,0.228575,0.274384,0.139261,0.297008,0.12374,2,2,4,2,2,4,2,4,2,2,3,4,2,4,1,2,2
84,300,225,0.285169,0.203,0.2323,0.34035,0.242281,0.264166,0.374481,0.266577,0.282669,0.137045,0.228709,0.248872,0.381889,0.441986,0.321793,0.267126,0,0.0104878,0.0105263,0,0,0,0,0.0840935,0.0159355,0,0.028125,0,0,0,0,0,0,0,0.154592,0.17404,0.212076,0.215768,0.196453,0.237928,0.207604,0.22265,0.248349,0.173044,0.260098,0.163711,4,2,3,4,1,2,3,4,1,2,2,4,1,2,2,4,2
85,300,225,0.29731,0.134976,0.168116,0.342836,0.155645,0.180711,0.359854,0.163371,0.186299,0.172206,0.147382,0.172488,0.382249,0.441457,0.32304,0.296962,0,0.0312353,0.0315789,0,0,0,0,0.056087,0.0146867,0,0.028125,0,0,0,0,0,0,0,0.175911,0.188521,0.213118,0.215496,0.203071,0.229762,0.210186,0.219948,0.236472,0.187761,0.244167,0.181706,4,2,2,3,3,2,2,4,3,2,3,4,3,2,2,4,2
86,300,225,0.24495,0.123427,0.14667,0.335167,0.168887,0.177358,0.419883,0.211574,0.201039,0.206127,0.157018,0.163995,0.382978,0.441464,0.324491,0.332554,0,0.044901,0.045614,0,0,0,0,0.0494087,0.0158685,0,0.028125,0,0,0,0,0,0,0,0.173613,0.1867,0.212593,0.215506,0.20234,0.230839,0.209827,0.220237,0.237755,0.186143,0.246203,0.179256,2,2,3,3,2,2,2,1,3,2,2,2,3,2,2,4,2
87,300,225,0.202447,0.189428,0.245799,0.343169,0.3211,0.282136,0.454384,0.425163,0.293886,0.105497,0.287787,0.262153,0.382094,0.439647,0.324542,0.335865,0,0.00700043,0.00701754,0,0,0,0,0.0644787,0.0121181,0,0.028125,0,0,0,0,0,0,0,0.138201,0.162814,0.211444,0.215889,0.191901,0.24411,0.205538,0.224531,0.256521,0.161433,0.272456,0.150526,2,2,3,1,2,2,3,1,2,2,2,3,1,2,2,2,2
88,300,225,0.202867,0.205911,0.254247,0.344242,0.349408,0.286985,0.452891,0.459686,0.295553,0.106073,0.312782,0.267168,0.381228,0.437772,0.324684,0.339195,0,0.00350449,0.00350877,0,0,0,0,0.0820073,0.0144716,0,0.028125,0,0,0,0,0,0,0,0.133282,0.158282,0.211159,0.215977,0.189942,0.246631,0.204709,0.225349,0.260188,0.157758,0.277445,0.145041,2,2,3,1,2,2,3,1,2,2,2,2,3,2,2,4,2
89,300,225,0.211621,0.32582,0.264479,0.348109,0.535962,0.272577,0.44027,0.677857,0.26098,0.0892338,0.479661,0.256824,0.381026,0.436757,0.325296,0.339122,0,0,0,0,0,0,0,0.0901741,0.015354,0,0.028125,0,0,0,0,0,0,0,0.087433,0.128396,0.209095,0.216633,0.176426,0.263287,0.199205,0.230927,0.284345,0.125918,0.310421,0.107761,2,2,2,1,2,2,2,4,2,3,2,4,2,1,2,1,2
